;Gender;Current_Annual_Salary;Department_Name;Division;Assignment_Category;Employee_Position_Title;Year_First_Hired
1834;M; 58.671,02 ;Department of Transportation;Transit Gaithersburg Ride On;Fulltime-Regular;Bus Operator;2002
1835;M; 58.455,00 ;Department of Police;PSB 4th District Patrol;Fulltime-Regular;Police Officer III;2013
1836;M; 89.620,00 ;Department of Police;PSB 4th District Traffic Squad;Fulltime-Regular;Police Officer III;1999
1837;M; 67.126,00 ;"b""Sheriff\\s Office""";Sheriff Domestic Violence;Fulltime-Regular;Deputy Sheriff III;2007
1838;M; 148.931,20 ;Department of Transportation;"b""Director\\s Office""";Fulltime-Regular;Manager II;2002
1839;F; 41.220,18 ;Department of Police;MSB Communications Division;Fulltime-Regular;Public Safety Communications Specialist III;2016
1840;M; 60.501,00 ;Department of Police;PSB 6th District Patrol;Fulltime-Regular;Police Officer III;2012
1841;M; 107.128,71 ;Department of Police;PSB 1st District Traffic Squad;Fulltime-Regular;Police Sergeant;1996
1842;M; 41.781,91 ;Department of Transportation;Highway Services;Fulltime-Regular;Equipment Operator I;2012
1843;M; 62.294,40 ;Department of Transportation;Highway Services;Fulltime-Regular;Work Force Leader II;2003
1844;F; 65.752,00 ;Department of Police;PSB 5th District Patrol;Fulltime-Regular;Police Officer III;2011
1845;M; 90.896,00 ;Fire and Rescue Services;Station 10;Fulltime-Regular;Master Firefighter/Rescuer;2001
1846;F; 69.222,18 ;Department of Health and Human Services;Fiscal Team;Fulltime-Regular;Fiscal Assistant;1990
1847;M; 92.756,70 ;Department of Police;PSB 6th District Patrol;Fulltime-Regular;Police Officer III;1996
1848;M; 44.261,53 ;Department of Transportation;Highway Services;Fulltime-Regular;Public Service Craftsworker;2012
1849;M; 96.197,88 ;Department of Permitting Services;Land Development Right-of-Way Inspection;Fulltime-Regular;Permitting and Code Enforcement Inspector III;1990
1850;F; 44.945,53 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;2003
1851;M; 107.128,71 ;Department of Police;ISB Criminal Investigations Division Financial Crimes Section;Fulltime-Regular;Police Sergeant;1988
1852;F; 35.630,40 ;Merit System Protection Board Department;Merit System Protection Board;Parttime-Regular;Office Services Coordinator;2016
1853;M; 60.201,44 ;Department of Liquor Control;Beer Warehouse Operations;Fulltime-Regular;Warehouse Equipment Operator;1987
1854;F; 35.552,39 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;2014
1855;M; 103.506,00 ;Department of Police;HQ Office of the Chief Internal Affairs Division;Fulltime-Regular;Police Sergeant;1997
1856;M; 53.505,61 ;Department of Transportation;Highway Administration;Fulltime-Regular;Highway Inspector I;2007
1857;F; 76.332,22 ;Department of Public Libraries;Detention Center Library;Fulltime-Regular;Senior Librarian;2013
1858;F; 91.718,60 ;Department of Health and Human Services;School Health Services;Fulltime-Regular;Community Health Nurse II;2005
1859;F; 115.156,98 ;Department of Health and Human Services;Compliance Team;Fulltime-Regular;Financial Programs Manager;1977
1860;M; 52.734,33 ;Correction and Rehabilitation;PRRS Facility and Security;Fulltime-Regular;Resident Supervisor II;2014
1861;M; 93.396,00 ;Department of Permitting Services;Site Plan Enforcement;Fulltime-Regular;Permitting and Code Enforcement Inspector III;1998
1862;M; 43.525,72 ;Department of Transportation;Transit Gaithersburg Ride On;Fulltime-Regular;Bus Operator;2013
1863;M; 102.664,00 ;Office of Human Resources;Labor and Employee Relations Team;Fulltime-Regular;Human Resources Specialist III;2000
1864;M; 124.825,02 ;Fire and Rescue Services;Station 30;Fulltime-Regular;Fire/Rescue Captain;1990
1865;M; 71.927,98 ;Department of Permitting Services;Land Development Sediment and Stormwater Inspection;Fulltime-Regular;Permitting and Code Enforcement Inspector III;2003
1866;M; 118.400,00 ;Department of Technology Services;EASD Web and Mobile Applications;Fulltime-Regular;Senior Information Technology Specialist;2003
1867;F; 81.782,37 ;Department of Health and Human Services;Income Supports;Fulltime-Regular;Income Assistance Program Specialist III;2005
1868;F; 115.288,33 ;"b""County Attorney\\s Office""";Human Resources and Appeals;Fulltime-Regular;Assistant County Attorney III;1999
1869;F; 97.912,00 ;Correction and Rehabilitation;DS Health Services;Fulltime-Regular;Correctional Health Nurse II;2002
1870;M; 123.902,96 ;Department of Police;ISB Criminal Investigations Division;Fulltime-Regular;Police Lieutenant;1987
1871;M; 58.455,00 ;Department of Police;PSB 4th District Patrol;Fulltime-Regular;Police Officer III;2012
1872;M; 43.525,72 ;Department of Transportation;Transit Gaithersburg Ride On;Fulltime-Regular;Bus Operator;2012
1873;M; 70.396,00 ;Fire and Rescue Services;Station 19;Fulltime-Regular;Firefighter/Rescuer III;2005
1874;M; 72.902,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2006
1875;M; 94.449,00 ;Fire and Rescue Services;Station 8;Fulltime-Regular;Fire/Rescue Lieutenant;2002
1876;F; 56.172,90 ;Department of Health and Human Services;Area Health Centers;Fulltime-Regular;Community Services Aide III;2006
1877;M; 58.455,00 ;Department of Police;PSB 3rd District Patrol;Fulltime-Regular;Police Officer III;2013
1878;M; 90.896,00 ;Fire and Rescue Services;Station 20;Fulltime-Regular;Master Firefighter/Rescuer;1998
1879;F; 83.616,00 ;Department of Health and Human Services;Compliance Team;Fulltime-Regular;Accountant/Auditor III;2016
1880;M; 27.799,20 ;Department of Liquor Control;Cabin John;Parttime-Regular;Liquor Store Clerk I;2016
1881;F; 30.100,72 ;Department of Public Libraries;Rockville Library;Parttime-Regular;Library Assistant I;1988
1882;F; 30.100,72 ;Department of Public Libraries;Rockville Library;Parttime-Regular;Library Assistant I;1987
1883;M; 135.378,04 ;Department of Technology Services;EASD Web and Mobile Applications;Fulltime-Regular;Manager III;1999
1884;F; 56.552,80 ;Community Use of Public Facilities;Finance and Administrative Support Team;Fulltime-Regular;Office Services Coordinator;2014
1885;M; 123.902,96 ;Department of Police;FSB Special Operations Division;Fulltime-Regular;Police Lieutenant;1988
1886;M; 61.775,80 ;Department of Police;FSB Security Services Division;Fulltime-Regular;Security Officer I;2004
1887;F; 62.429,35 ;Department of Health and Human Services;STD and HIV Services;Fulltime-Regular;Client Assistance Specialist;2007
1888;F; 131.348,75 ;Fire and Rescue Services;"b""Fire Chief\\s Executive Office""";Fulltime-Regular;Fire/Rescue Battalion Chief;1992
1889;M; 94.277,96 ;Correction and Rehabilitation;DS MCCF Unit 3 Security;Fulltime-Regular;Correctional Supervisor (Sergeant);1995
1890;F; 35.552,78 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;2014
1891;M; 100.849,36 ;Department of Permitting Services;Zoning;Fulltime-Regular;Senior Permitting Services Specialist;1990
1892;M; 55.122,12 ;Department of Transportation;Transit Silver Spring Ride On;Fulltime-Regular;Bus Operator;2003
1893;M; 106.946,63 ;Office of Human Resources;Classification and Compensation Team;Fulltime-Regular;Compensation Analyst;1980
1894;M; 60.501,00 ;Department of Police;PSB 1st District Patrol;Fulltime-Regular;Police Officer III;2012
1895;F; 40.946,22 ;Department of Liquor Control;Darnestown;Fulltime-Regular;Liquor Store Clerk II;2013
1896;F; 58.939,38 ;Department of Police;ISB Criminal Investigations Division Crime Laboratory Section;Fulltime-Regular;Forensics Specialist I;2010
1897;F; 94.555,00 ;Fire and Rescue Services;Station 33;Fulltime-Regular;Master Firefighter/Rescuer;2002
1898;F; 74.824,55 ;Department of Permitting Services;Central Services Unit;Fulltime-Regular;Administrative Specialist II;2012
1899;M; 18.416,04 ;Department of Police;FSB Traffic Division School Safety Section;Parttime-Regular;Crossing Guard;2012
1900;F; 69.222,18 ;Department of Health and Human Services;Senior Nutrition Program;Fulltime-Regular;Office Services Coordinator;1981
1901;M; 65.105,00 ;Correction and Rehabilitation;DS MCDC Central Processing Unit;Fulltime-Regular;Correctional Officer III (Corporal);2006
1902;M; 60.501,00 ;Department of Police;PSB 5th District Patrol;Fulltime-Regular;Police Officer III;2014
1903;F; 70.124,48 ;Offices of the County Executive;"b""Chief Administrative Officer\\s Office""";Fulltime-Regular;Administrative Specialist I;2008
1904;M; 56.575,00 ;Fire and Rescue Services;Station 28;Fulltime-Regular;Firefighter/Rescuer III;2012
1905;F; 73.981,47 ;Department of Public Libraries;Collection Development;Fulltime-Regular;Librarian II;2008
1906;F; 73.000,00 ;Department of Finance;General Accounting;Fulltime-Regular;Accountant/Auditor III;2016
1907;F; 56.615,69 ;Correction and Rehabilitation;DS MCDC Intake/Release Operations;Fulltime-Regular;Office Services Coordinator;2003
1908;M; 113.449,29 ;Department of Transportation;Parking Management Administration;Fulltime-Regular;Manager III;2012
1909;M; 48.260,15 ;Department of Transportation;Transit Silver Spring Ride On;Fulltime-Regular;Bus Operator;2006
1910;M; 68.015,00 ;Fire and Rescue Services;Station 33;Fulltime-Regular;Firefighter/Rescuer III;2006
1911;F; 93.356,00 ;Department of Police;HQ Office of the Chief Internal Affairs Division;Fulltime-Regular;Police Sergeant;2003
1912;F; 81.500,00 ;Correction and Rehabilitation;DO Director;Fulltime-Regular;Program Manager I;2016
1913;M; 99.433,25 ;Department of Transportation;Traffic Engineering Studies Section;Fulltime-Regular;Engineer III;2006
1914;F; 96.379,14 ;Department of Health and Human Services;Budget Team;Fulltime-Regular;Senior Financial Specialist;1999
1915;M; 76.702,15 ;Department of Health and Human Services;Income Supports;Fulltime-Regular;Income Assistance Program Specialist II;2000
1916;F; 62.678,97 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker II;2013
1917;F; 125.487,68 ;Correction and Rehabilitation;DS MCCF Unit 2 Security;Fulltime-Regular;Correctional Unit Commander (Captain);1986
1918;F; 37.838,46 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;1999
1919;M; 123.902,96 ;Department of Police;PSB 3rd District Station;Fulltime-Regular;Police Lieutenant;1994
1920;M; 47.300,92 ;Department of Police;MSB Management and Budget Division Abandoned Vehicle Section;Fulltime-Regular;Abandoned Vehicle Code Enforcement Specialist;2001
1921;F; 69.744,00 ;Correction and Rehabilitation;DS MCCF Unit 1 Security;Fulltime-Regular;Correctional Officer III (Corporal);2004
1922;M; 156.525,00 ;Department of Environmental Protection;Solid Waste Northern Operations;Fulltime-Regular;Manager II;1999
1923;F; 97.912,00 ;Department of Health and Human Services;Area Health Centers;Fulltime-Regular;Community Health Nurse II;2004
1924;M; 96.763,35 ;"b""Sheriff\\s Office""";Civil Process;Fulltime-Regular;Deputy Sheriff Sergeant;1988
1925;F; 86.673,48 ;Department of Public Libraries;Director;Fulltime-Regular;Administrative Specialist II;1990
1926;F; 174.166,00 ;Department of Police;Field Services Bureau;Fulltime-Regular;Assistant Chief of Police;1985
1927;M; 32.098,00 ;Community Engagement Cluster;Silver Spring Urban District;Fulltime-Regular;Urban District Public Service Aide;2016
1928;M; 52.693,00 ;Fire and Rescue Services;Station 4;Fulltime-Regular;Firefighter/Rescuer III;2013
1929;M; 30.860,00 ;Community Engagement Cluster;Silver Spring Urban District;Fulltime-Regular;Public Service Worker II;2016
1930;F; 75.277,02 ;Department of Transportation;Transit Central Communication;Fulltime-Regular;Transit Communications Supervisor;1984
1931;M; 89.620,00 ;Department of Police;ISB Major Crimes Division Cold Case Section;Fulltime-Regular;Police Officer III;1997
1932;M; 97.392,47 ;Department of Police;PSB 5th District Patrol;Fulltime-Regular;Master Police Officer;1991
1933;M; 73.801,00 ;Department of Health and Human Services;Positive Youth Development;Fulltime-Regular;Community Services Aide III;2005
1934;M; 57.134,25 ;Department of Recreation;Youth Development Your Sports/Activities;Fulltime-Regular;Recreation Specialist;2005
1935;F; 68.699,01 ;Department of Health and Human Services;Environmental Health and Regulatory Services;Fulltime-Regular;Environmental Health Specialist III;2012
1936;F; 98.977,76 ;Community Engagement Cluster;Community Engagement Cluster;Fulltime-Regular;Program Manager II;2009
1937;M; 51.969,00 ;Department of Police;PSB 2nd District Patrol;Fulltime-Regular;Police Officer III;2014
1938;F; 69.744,00 ;Correction and Rehabilitation;DS MCCF Unit 3 Security;Fulltime-Regular;Correctional Officer III (Corporal);2004
1939;F; 44.853,46 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Community Services Aide III;2006
1940;F; 54.402,73 ;"b""Sheriff\\s Office""";Sheriff Domestic Violence;Fulltime-Regular;Client Assistance Specialist;2013
1941;F; 53.048,93 ;Department of Transportation;Transit COS Marketing;Fulltime-Regular;Program Specialist I;2015
1942;F; 69.222,18 ;Department of General Services;Building Design and Construction;Fulltime-Regular;Office Services Coordinator;1996
1943;F; 95.972,51 ;Correction and Rehabilitation;DS MCCF Case Managers Unit 3;Fulltime-Regular;Correctional Specialist IV;2002
1944;M; 58.150,00 ;Community Use of Public Facilities;Scheduling Team;Fulltime-Regular;Program Specialist I;2016
1945;M; 60.855,55 ;Fire and Rescue Services;Fleet Support;Fulltime-Regular;Senior Supply Technician;2005
1946;M; 38.121,25 ;Community Engagement Cluster;Silver Spring Urban District;Fulltime-Regular;Urban District Public Service Aide;2008
1947;M; 141.027,78 ;Fire and Rescue Services;First Battalion - Administration;Fulltime-Regular;Fire/Rescue Battalion Chief;1984
1948;F; 107.128,71 ;Department of Police;FSB Special Operations Division Canine Section;Fulltime-Regular;Police Sergeant;1986
1949;M; 89.620,00 ;Department of Police;PSB 1st District Patrol;Fulltime-Regular;Police Officer III;1997
1950;M; 45.261,00 ;Fire and Rescue Services;Recruit Training;Fulltime-Regular;Firefighter/Rescuer III;2016
1951;F; 135.392,00 ;Office of Human Resources;Recruitment and Selection Division;Fulltime-Regular;Manager III;1987
1952;F; 38.523,24 ;Department of Health and Human Services;Head Start/Pre-K (Health);Parttime-Regular;School Health Room Technician I;2002
1953;F; 55.251,81 ;Department of Health and Human Services;School Health Services;Parttime-Regular;School Health Room Technician I;1994
1954;M; 41.220,18 ;Department of Police;MSB Communications Division;Fulltime-Regular;Public Safety Communications Specialist III;2016
1955;M; 89.620,00 ;Department of Police;Field Services Bureau;Fulltime-Regular;Police Officer III;2003
1956;M; 89.620,00 ;Department of Police;PSB 1st District Patrol;Fulltime-Regular;Police Officer III;1999
1957;F; 38.756,92 ;Department of Health and Human Services;Income Supports;Fulltime-Regular;Principal Administrative Aide;2014
1958;F; 97.912,00 ;Department of Health and Human Services;Adult Protective and Case Management Services;Fulltime-Regular;Social Worker III;2000
1959;F; 64.705,42 ;Department of Health and Human Services;Child Welfare Services;Fulltime-Regular;Social Worker II;2012
1960;F; 70.422,00 ;Department of Transportation;Parking Management;Fulltime-Regular;Executive Administrative Aide;1995
1961;F; 128.325,25 ;Office of Procurement;Procurement Operations Section;Fulltime-Regular;Manager III;1990
